gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	gene_type
ENSG00000229344.1	12.541050374005893	-6.598848453026832	1.9460929558865532	-3.3908187340520386	6.968417337733465e-4	0.006827590224064295	MTCO2P12	unprocessed_pseudogene
ENSG00000240409.1	38.89486072509543	-9.217643529239218	1.7492033816762202	-5.26962366171861	1.367037475727848e-7	3.024632553114942e-6	MTATP8P1	unprocessed_pseudogene
ENSG00000248527.1	5206.391233731854	-8.265112282474242	0.701321170829964	-11.78506029226676	4.66086513183833e-32	2.908618860991828e-29	MTATP6P1	unprocessed_pseudogene
ENSG00000198744.5	32.251461971104504	-5.480752605745578	1.2291207584143582	-4.459083916877368	8.231069271119814e-6	1.3144866398983858e-4	MTCO3P12	unprocessed_pseudogene
ENSG00000291215.1	264.91337152429935	-0.9818814519996985	0.6411046402157587	-1.5315463192861214	0.12563442791899881	0.35463821696736175	ENSG00000291215	lncRNA
ENSG00000237491.10	73.00980147581666	-0.2792448034940565	0.9014335420039854	-0.3097785809847554	0.7567293408235437	0.8996610573442675	LINC01409	lncRNA
ENSG00000290784.1	42.964894342385065	-0.14328663936028466	0.8472537826165338	-0.16911891371883794	0.8657031082157943	0.9490855063787159	ENSG00000290784	lncRNA
ENSG00000177757.2	5.405435159638661	0.7214850744821868	2.3277872154338484	0.3099445987582322	0.7566030867421327	0.8996610573442675	FAM87B	lncRNA
ENSG00000225880.6	308.4242715647669	0.08551610366753602	0.6297431773343788	0.13579520468886158	0.8919831820500398	0.9595350094847821	LINC00115	lncRNA
ENSG00000228794.12	1831.2024992992901	-1.2622951650482928	0.6020639794864215	-2.096612998048925	0.03602784771789487	0.15660756523631456	LINC01128	lncRNA
ENSG00000288531.1	98.04908307003203	-4.84627720599888	0.8062974470706935	-6.010532742731076	1.8491465614867157e-9	5.5698674521613473e-8	ENSG00000288531	lncRNA
ENSG00000230699.2	5.221949760379568	-6.320755588678992	2.740441039714629	-2.306473847485948	0.021084169804216613	0.10724065301881378	ENSG00000230699	lncRNA
ENSG00000188976.11	1217.014687396578	-0.5053755495562247	0.6494497922501609	-0.7781595368677239	0.43647496762797766	0.7050243924601693	NOC2L	protein_coding
ENSG00000187961.15	134.33032574851222	-2.2463586570306258	0.84010713900863	-2.6738954506224593	0.007497582155093339	0.04923803413131724	KLHL17	protein_coding
ENSG00000187583.11	7.099595138242128	-0.516716360054216	2.4154737416919834	-0.2139192619383509	0.830610019055639	0.9335636207525697	PLEKHN1	protein_coding
ENSG00000272512.1	41.45696794753661	-7.500401187678291	1.5396629859771398	-4.871456452476966	1.1077858149337717e-6	2.096523418651488e-5	ENSG00000272512	lncRNA
ENSG00000188290.11	44.59579686204055	-6.624061270594884	1.4103406660223734	-4.696781019068907	2.6429353127055335e-6	4.60727134603452e-5	HES4	protein_coding
ENSG00000187608.10	570.8067932237515	-3.345096820521953	0.7099044735295761	-4.712037950529395	2.4525169104387054e-6	4.3003859197591656e-5	ISG15	protein_coding
ENSG00000188157.15	470.1596057677949	-3.680326576819781	0.7038026127952018	-5.229202776333983	1.7024255912293425e-7	3.716020990075313e-6	AGRN	protein_coding
ENSG00000291156.1	9.438568211059465	1.6632051574453626	2.2009172730680024	0.7556872663037044	0.449836720460147	0.7158913295337119	ENSG00000291156	lncRNA
ENSG00000131591.18	237.7483151441526	-2.473640837929322	0.8424205849428792	-2.936348994958437	0.0033210046449098033	0.025484470372227758	C1orf159	protein_coding
ENSG00000223823.1	4.237863184150019	-6.0135182172662525	2.949582623981798	-2.0387692036062663	0.041473067264703775	0.17298032370113972	LINC01342	lncRNA
ENSG00000186891.14	25.819464776998807	-0.22913378089339775	1.1861517187596406	-0.19317409170304373	0.8468226283935811	0.9405271381568185	TNFRSF18	protein_coding
ENSG00000186827.12	18.78144385007123	-0.9606737167123954	1.5421232760964994	-0.6229552018332163	0.5333139609870785	0.7756077193010765	TNFRSF4	protein_coding
ENSG00000078808.20	1030.7328317614483	-1.3316290413437262	0.6888515136059812	-1.9331147787902079	0.05322205989002657	0.20405143251472377	SDF4	protein_coding
ENSG00000176022.7	178.6934088713551	-1.0142578894902554	0.6091341325669448	-1.6650813593651097	0.09589652512585747	0.29937527302631084	B3GALT6	protein_coding
ENSG00000184163.3	13.31205901168396	-1.917466456864695	1.3537775719951541	-1.416382200835839	0.15666363236223002	0.4065698155927006	C1QTNF12	protein_coding
ENSG00000260179.1	8.639662013685898	-2.6756170368392573	1.8391566004929483	-1.4548065325824417	0.14572282918396526	0.38760679963708705	ENSG00000260179	lncRNA
ENSG00000160087.21	912.7738684860727	-2.025160900259083	0.5714921522995876	-3.54363728724914	3.9464777899948355e-4	0.00415438479467536	UBE2J2	protein_coding
ENSG00000230415.1	7.7024259234129655	-2.875827026820933	1.9367115861991397	-1.4849020614705148	0.1375697698846881	0.3744322365749876	LINC01786	lncRNA
ENSG00000162572.21	69.04225238594434	-1.9493517211997713	0.9536051833048408	-2.0441916165388734	0.040934621066255394	0.17123870875051972	SCNN1D	protein_coding
ENSG00000131584.19	830.6447834780207	-2.5056854101076214	0.7500896886022284	-3.3405144053865046	8.362334239348867e-4	0.007971895445251575	ACAP3	protein_coding
ENSG00000169972.13	108.67870528367203	-1.4270337158472994	0.9222889555023164	-1.5472739940489457	0.12179718993012456	0.3480450872982707	PUSL1	protein_coding
ENSG00000127054.22	1374.1827282953552	-1.3244264802687964	0.6643318759821881	-1.9936217546549078	0.04619340610492851	0.18559309371056112	INTS11	protein_coding
ENSG00000240731.1	48.77936433163974	-1.7112567524548286	1.2539594860221612	-1.3646826484668306	0.17235281555878798	0.42860149433634226	ENSG00000240731	lncRNA
ENSG00000224051.7	204.2568357726553	-3.669229283073601	0.6833846627686785	-5.369200514696966	7.908645021203339e-8	1.8348961155962525e-6	CPTP	protein_coding
ENSG00000169962.5	29.417060594280212	-2.7222504090411905	1.4159580423841627	-1.9225501939715093	0.05453656412253445	0.20719807955264494	TAS1R3	protein_coding
ENSG00000107404.21	394.9474331951792	-1.7516217114328358	0.8008559245076812	-2.1871870555363992	0.02872887146182086	0.13353767640141254	DVL1	protein_coding
ENSG00000162576.17	23.96712290409114	-2.152583674794756	1.3859393998648504	-1.5531585832718695	0.12038525318685528	0.34542988588324497	MXRA8	protein_coding
ENSG00000175756.14	426.8705538921921	-1.6507816265920607	0.5897729203919719	-2.7990122460945246	0.005125919338447371	0.0364148276341384	AURKAIP1	protein_coding
ENSG00000221978.13	3551.2590606325734	-0.050235864493571626	0.6055621084689715	-0.08295741062891432	0.9338854042290655	0.9755289529504442	CCNL2	protein_coding
ENSG00000224870.9	186.1899993125192	-0.19399005588214108	0.6499842982141719	-0.2984534494373597	0.765357099938315	0.9039726826312099	MRPL20-AS1	lncRNA
ENSG00000242485.6	889.96557478082525	0.11893500272938175	0.518120271493412	0.22955095423417346	0.818440721956214	0.9288169947623279	MRPL20	protein_coding
ENSG00000272455.1	50.26621406974165	-0.19955144427469876	0.824236992725618	-0.2421044505838236	0.8086992297089851	0.9245641606847651	MRPL20-DT	lncRNA
ENSG00000179403.12	7.311308419256652	-1.22704483377258	2.3896812313701985	-0.5134763656611285	0.6076181390950371	0.8221432178597856	VWA1	protein_coding
ENSG00000215915.10	5.471644080946456	-5.380267254152929	2.5032817651452546	-2.14928552153646	0.03161177351288915	0.14299181834486438	ATAD3C	protein_coding
ENSG00000160072.20	838.7417205247024	0.05297076907251934	0.677762961727014	0.07815530216868746	0.937704516911237	0.9770046890956671	ATAD3B	protein_coding
ENSG00000197785.14	290.7207113262936	-1.708342574407749	0.728304374182325	-2.3456437101942758	0.018994254611606674	0.09935142246664157	ATAD3A	protein_coding
ENSG00000205090.10	5.942517768074236	-5.50255598010631	2.4345983341275805	-2.2601494065665286	0.023811979653575267	0.11688906026799412	TMEM240	protein_coding
ENSG00000160075.12	2067.6849776183813	-0.482400515676428	0.5529854204648434	-0.8723566622623047	0.38301383509622	0.6599199348294927	SSU72	protein_coding
ENSG00000215014.5	67.99252987820141	-0.09965546184582895	0.9221947884182824	-0.10806335396533162	0.9139454371763966	0.9677936131749245	ENSG00000215014	lncRNA
ENSG00000228594.4	27.96629512729938	-3.5620411984843887	1.13838058332158	-3.1290424754883146	0.0017537695474635854	0.014934654739737138	FNDC10	protein_coding
ENSG00000286989.1	10.795353703573817	-0.3846231076497938	1.5138262697596314	-0.25407347945604425	0.799438791553553	0.9201592096460632	ENSG00000286989	lncRNA
ENSG00000272106.1	137.3357912751081	-0.10735650831367421	0.6325526055965448	-0.16971949425839283	0.8652307422895119	0.9489433451817384	ENSG00000272106	lncRNA
ENSG00000197530.13	427.23500323488224	-2.974049652943963	0.5870574138732668	-5.0660286075290015	4.062008977640545e-7	8.296599994771592e-6	MIB2	protein_coding
ENSG00000248333.9	818.3296654265502	-0.15361392976936664	0.6268206832232434	-0.24506838060839284	0.8064034851193627	0.9237330066695371	CDK11B	protein_coding
ENSG00000272004.1	19.29396354462437	1.5999734401836179	1.4649814444012292	1.092145874132599	0.27476898856490944	0.5549649496840471	ENSG00000272004	lncRNA
ENSG00000189339.12	1958.7833026793865	-1.0008093296654383	0.6726949678806788	-1.4877609874479687	0.1368139374837063	0.37306450175970984	SLC35E2B	protein_coding
ENSG00000008128.23	292.65655585696493	-1.255401763799319	0.6072122079180416	-2.0674843941358416	0.03868853321766034	0.16421372888932984	CDK11A	protein_coding
ENSG00000268575.1	272.39876467619024	-1.4351812085145679	0.8204276084144275	-1.7493087675196886	0.08023766125853254	0.26778821583670415	ENSG00000268575	lncRNA
ENSG00000290854.1	87.51458387235347	-2.252610634669517	0.7711428219521971	-2.921132857032748	0.0034876106693382375	0.026583610545052937	ENSG00000290854	lncRNA
ENSG00000008130.15	2509.2573806358428	-0.6331576109506097	0.6387203930611473	-0.9912907397807088	0.32154363341416353	0.603650798367318	NADK	protein_coding
ENSG00000078369.19	6528.0471639889	-0.13669025725520323	0.4858905642505792	-0.2813190197797513	0.7784657234577043	0.9098736386454213	GNB1	protein_coding
ENSG00000231050.3	19.93108402969375	-3.650456662641477	1.4135428104637995	-2.582487516910592	0.009809091071812567	0.06096365130382387	GNB1-DT	lncRNA
ENSG00000169885.10	10.10852813587537	-1.7351605044453782	1.6107966049095928	-1.0772064574489002	0.28138804105643683	0.5620883078843506	CALML6	protein_coding
ENSG00000178821.13	6.0593838025377105	-3.644214751484876	2.3650414993600544	-1.5408671486191456	0.12334912264533879	0.35055127290338634	TMEM52	protein_coding
ENSG00000067606.17	148.4564054618699	-0.3767489959621567	0.8465293568555172	-0.4450513061491605	0.6562826771803507	0.8486031668598916	PRKCZ	protein_coding
ENSG00000182873.5	10.039315828144073	-4.008392808843333	1.8214687916106855	-2.200637654241003	0.02776168569903534	0.13001037262711607	PRKCZ-AS1	lncRNA
ENSG00000162585.17	379.1133186999655	-1.4210063718232162	0.7494544886408804	-1.8960542546088166	0.05795287071418333	0.21632775574260643	FAAP20	protein_coding
ENSG00000157933.11	1637.1153475361566	-1.7642482729103988	0.8381198766167516	-2.1050070785007042	0.03529069190242751	0.15431501890384444	SKI	protein_coding
ENSG00000287356.1	10.52795317455019	-1.4906591570345316	2.1234364260455076	-0.7020031957399345	0.48267717048123415	0.7397605148093372	ENSG00000287356	lncRNA
ENSG00000116151.14	166.31005819097305	-1.3709961564908466	0.6910236740188789	-1.984007506598668	0.04725500310997083	0.1882619521510018	MORN1	protein_coding
ENSG00000269896.2	25.5107133824977	-1.2960004445292896	1.1188904764093677	-1.1582907101759288	0.24674542115624662	0.5236558528225271	ENSG00000269896	transcribed_processed_pseudogene
ENSG00000272420.1	7.806984926732279	-3.2707370543768195	2.2071401192130824	-1.481889176815355	0.1383697853634756	0.3755098998024685	ENSG00000272420	lncRNA
ENSG00000157916.20	1694.4538583387543	-0.30075556193656106	0.5035235504523271	-0.5973018772734369	0.5503058513480583	0.7862586384710376	RER1	protein_coding
ENSG00000157911.11	230.63563232841707	-0.7619597362394045	0.6600071131220013	-1.1544720065745069	0.24830670884598963	0.5254794004635835	PEX10	protein_coding
ENSG00000149527.18	84.8634592465353	2.375906237558071	1.0388980236225793	2.2869484622498546	0.022198831462184612	0.11141991341032152	PLCH2	protein_coding
ENSG00000224387.1	4.118472154035656	5.03095949053912	3.730938677170476	1.348443361270835	0.177515825487003	0.4354344044247812	ENSG00000224387	lncRNA
ENSG00000157881.16	292.2796447373652	4.599568426668852	0.7674298101073541	5.993471150183009	2.0540861931546986e-9	6.119014659608208e-8	PANK4	protein_coding
ENSG00000272449.3	10.680403652159466	5.0075556135195	2.228483326730049	2.2470689160898076	0.02463562309653969	0.11960591677905112	ENSG00000272449	lncRNA
ENSG00000238164.6	85.40313380369271	8.00533069379091	1.728624628042397	4.631040518528681	3.6383265699291033e-6	6.187951925851468e-5	TNFRSF14-AS1	lncRNA
ENSG00000157873.18	669.5303572809855	4.5334436845906465	0.9022398410218202	5.02465472978488	5.043390460020122e-7	1.0152691233744394e-5	TNFRSF14	protein_coding
ENSG00000225931.3	11.228361449998133	6.478346710217532	2.506947193733954	2.584157626618535	0.00976171694894936	0.06070022153897024	ENSG00000225931	TEC
ENSG00000228037.1	12.66878435984347	5.25540667164327	2.3328383293799484	2.252795063188163	0.02427207362227557	0.1185498149345661	ENSG00000228037	lncRNA
ENSG00000289610.2	4.242529937071267	5.073749636778983	2.8289481526740845	1.793511002307689	0.07289125297847686	0.2507081462717681	ENSG00000289610	lncRNA
ENSG00000157870.17	67.31787961126534	6.628181564244149	1.2864975197933326	5.152113752468736	2.5756671700630224e-7	5.474811142794222e-6	PRXL2B	protein_coding
ENSG00000215912.13	16.896111283780517	2.8862055559984197	1.5659582276421402	1.8430923028797344	0.06531553496764299	0.2341852519214047	TTC34	protein_coding
ENSG00000142611.17	13.329724086970291	-2.2531221049326784	1.645374273338617	-1.3693675301977857	0.17088441857936756	0.42669385240429336	PRDM16	protein_coding
ENSG00000162591.17	945.9485304322634	-1.2834010410353134	0.6309315308144472	-2.034136793541791	0.041937805167859755	0.17420865789345208	MEGF6	protein_coding
ENSG00000238260.3	12.760752435561713	-4.787923182796426	1.8215740699752743	-2.6284537432295667	0.008577402004468717	0.05482059085734234	ENSG00000238260	lncRNA
ENSG00000158109.15	1892.2173885629447	-2.028129082379644	0.6057109359048484	-3.3483448327540914	8.129579008201002e-4	0.007786607394789295	TPRG1L	protein_coding
ENSG00000116213.16	644.2574871099274	-0.16211113401794522	0.7246300761254345	-0.2237157128292913	0.8229785187397753	0.9301407629371531	WRAP73	protein_coding
ENSG00000078900.15	40.430219800869374	-1.794516977883817	1.5460186006689745	-1.160734403264822	0.24574992647220728	0.522536278710206	TP73	protein_coding
ENSG00000227372.12	662.7441534970279	-0.4475122940950627	0.6675416340075524	-0.670388588961029	0.502610106974023	0.7545073083252761	TP73-AS1	transcribed_unitary_pseudogene
ENSG00000235169.11	545.0852934919593	-5.889758935430056	0.7248812026599362	-8.125136800095948	4.468581299249398e-16	3.542551519906575e-14	SMIM1	protein_coding
ENSG00000130764.10	743.3802888022497	-0.7111757548200272	0.523140913649032	-1.3594344014491382	0.17400897616484384	0.4311780148544053	LRRC47	protein_coding
ENSG00000266075.2	12.877618470025189	-3.957827419901454	1.8407375982352994	-2.150131242875569	0.03154483492435914	0.1428084435247494	RN7SL574P	misc_RNA
ENSG00000272153.1	27.226543123257034	-4.565529776803791	1.498141686180728	-3.047461944966552	0.0023078274577909125	0.018892668909423215	ENSG00000272153	lncRNA
ENSG00000116198.14	1131.0368407825258	-0.6225027783924078	0.5290803396627692	-1.1765751469600725	0.2393651223233505	0.5155458714252836	CEP104	protein_coding
ENSG00000169598.17	196.5102847157997	-0.28349364276767175	0.6334968812781849	-0.4475059801331245	0.65450977103833	0.8475370474876762	DFFB	protein_coding
ENSG00000198912.12	637.540916408118	0.16583068038762352	0.5159746408539998	0.3213930826390109	0.747912524553104	0.8962665308718617	C1orf174	protein_coding
ENSG00000236423.8	17.706156571661815	-2.5486778287300202	1.4283437564155126	-1.784358854290113	0.07436537245340757	0.25394264735388394	LINC01134	lncRNA
ENSG00000196581.11	30.117195892828512	-0.9294827219991048	1.2895046063264326	-0.7208060501986374	0.47102885245670456	0.7306966799089346	AJAP1	protein_coding
ENSG00000289893.1	5.436383243327066	5.431319570693179	3.4441769921537113	1.5769571607575454	0.11480538257584012	0.33507074276990134	ENSG00000289893	lncRNA
ENSG00000131697.18	304.12816168217927	-0.8935171417836458	0.793110198294892	-1.126598981711014	0.25991206986180704	0.5382094104079038	NPHP4	protein_coding
ENSG00000069424.16	2925.982840403902	-1.0500153698287311	0.6316120093879026	-1.6624373099655034	0.09642512326668656	0.30045449012848296	KCNAB2	protein_coding
ENSG00000116254.18	31.841324946566083	0.35575518436853876	1.3168891028602419	0.27014817238281463	0.787046263118327	0.9138898831953169	CHD5	protein_coding
ENSG00000116251.11	10308.80897192684	2.9917624286503006	0.5985528555952561	4.998326214106884	5.783009256031879e-7	1.1442835713276737e-5	RPL22	protein_coding
ENSG00000158286.13	14.72886411911704	-0.8045353300428096	1.4839000963208793	-0.5421762098658403	0.5876971224270711	0.8110761177821627	RNF207	protein_coding
ENSG00000116237.16	1312.447574758773	0.010156031898086117	0.5345966521890881	0.01899755985470314	0.9848430520133005	0.9938199065128553	ICMT	protein_coding
ENSG00000158292.7	36.145481946105285	-1.9563169566399636	1.1707774063723435	-1.6709555087005106	0.09473046609058858	0.29706868750325277	GPR153	protein_coding
ENSG00000097021.21	266.9982348806112	-2.3141232375829985	0.6684472315390659	-3.4619385471233786	5.36299594969303e-4	0.005468143922229952	ACOT7	protein_coding
ENSG00000271746.1	10.381065948605945	0.19095783905440492	1.7376255308928972	0.10989585250642538	0.9124919718422924	0.9673416504354783	ENSG00000271746	lncRNA
ENSG00000187017.18	1805.7516035930919	-7.473172823003566	0.7950387689597138	-9.399758998900149	5.468818974331217e-21	8.165651300446206e-19	ESPN	protein_coding
ENSG00000215788.11	801.1098526533932	1.2075057976753318	0.7610522429344865	1.5866266854682634	0.11259721987554555	0.3310450757829219	TNFRSF25	protein_coding
ENSG00000171680.23	32.128552014960704	-0.938687449980792	1.37099282628681	-0.6846771419826668	0.49354767619089635	0.7483283500179245	PLEKHG5	protein_coding
ENSG00000162408.11	1558.4396322887792	-0.3290101166558317	0.4989110053483149	-0.6594565225638451	0.5096026563578906	0.7595975900562434	NOL9	protein_coding
ENSG00000204859.13	553.8438824540294	-0.4428597767228163	0.6268015835802256	-0.7065390202003753	0.47985299576796	0.7374289455705381	ZBTB48	protein_coding
ENSG00000162413.17	1437.2954974376219	-1.3738202965959374	0.7221919700646421	-1.9022924008321074	0.05713293860146658	0.21428593923293165	KLHL21	protein_coding
ENSG00000116273.6	585.4737878903045	-0.5359068518846777	0.610210473301336	-0.8782327988986097	0.3798173960582934	0.6571872447935976	PHF13	protein_coding
ENSG00000041988.16	219.81098525425836	-0.6833225665521648	0.6647677649751584	-1.0279117047405266	0.30399136318908243	0.5857911161754464	THAP3	protein_coding
ENSG00000007923.17	1277.1176100341509	-0.4844422255878803	0.5632071688277938	-0.8601492530646452	0.3897067740478077	0.6654984189429936	DNAJC11	protein_coding
ENSG00000237436.1	29.00467839454412	-0.5077266092759246	1.3578812773543412	-0.3739108990921248	0.7084706073597473	0.8756224681048919	CAMTA1-DT	lncRNA
ENSG00000171735.21	480.0307915978061	0.38702456907400223	0.5250356205140521	0.7371396414877034	0.46103743434312017	0.7231342255969878	CAMTA1	protein_coding
ENSG00000049245.13	1820.9475297574895	0.7837037965916005	0.5168632925632234	1.5162690171032736	0.12945134261492303	0.36138871031910946	VAMP3	protein_coding
ENSG00000269925.1	69.93799238063374	0.6915265536900561	0.7529774263369958	0.9183894888511076	0.3584149916685143	0.638307044287158	ENSG00000269925	lncRNA
ENSG00000049246.15	204.03858174069214	0.36978004928906366	0.7031618727875333	0.5258818255079027	0.5989703173181238	0.8180011708383723	PER3	protein_coding
ENSG00000236266.1	6.4521479290862205	-0.11099185488744041	2.4761007834794713	-0.044825257367542296	0.9642465928553758	0.9865190092606262	ENSG00000236266	lncRNA
ENSG00000049247.14	41.48618048799177	-1.7052449525032631	0.9848947239183795	-1.7313982003264146	0.08338076738913044	0.2743067202915189	UTS2	protein_coding
ENSG00000049249.10	98.94168526871849	2.501071197592044	0.7039563831860144	3.5528780721790225	3.8104103279909936e-4	0.004025076673725903	TNFRSF9	protein_coding
ENSG00000116288.13	1634.822179069272	0.7718528740250854	0.49927568626754376	1.5459452467939274	0.12211779176216937	0.34851111818804853	PARK7	protein_coding
ENSG00000284747.1	18.449343694842234	-0.19715522432448088	1.161112038144419	-0.16979862222387768	0.8651685105011306	0.9489433451817384	ENSG00000284747	lncRNA
ENSG00000116285.13	76.32166166035856	-0.9228630818945166	1.1945610318415978	-0.7725541494282486	0.4397862885707799	0.7080336315460624	ERRFI1	protein_coding
ENSG00000142599.20	2689.2552177615175	-1.8910703492827898	0.5632478494198534	-3.357439094051751	7.866807295687718e-4	0.007576666243072722	RERE	protein_coding
ENSG00000232912.6	16.17612794183321	-0.31146334045133367	1.4613713694376687	-0.21313086253440414	0.8312248928078556	0.9336041196041664	RERE-AS1	lncRNA
ENSG00000224315.2	23.107648289629612	-0.4291785974237352	1.1582726007717725	-0.3705333244848991	0.7109851513414703	0.8765067213213311	RPL7P7	processed_pseudogene
ENSG00000222511.2	5.955454138649683	-2.2317428134844555	2.445350744019536	-0.9126473242918259	0.3614280562337666	0.6398338691167742	Y_RNA	misc_RNA
ENSG00000228423.2	19.495904564080437	0.3152702463824504	1.1466810441658188	0.2749415349512483	0.7833611560690967	0.9122221921727118	ENSG00000228423	lncRNA
ENSG00000074800.16	11749.225548405997	1.0542997020563944	0.5045475234612141	2.089594444590394	0.03665424600405614	0.15834061754467843	ENO1	protein_coding
ENSG00000274258.1	7.975111590054969	2.334669247641496	2.1480941107692617	1.0868561279214248	0.27710039782940654	0.5576584008084461	MIR6728	miRNA
ENSG00000230679.1	4.066116467938914	-1.2037174686239402	2.490854016685226	-0.48325492403839104	0.6289147414423774	0.835173996494034	ENO1-AS1	lncRNA
ENSG00000238249.2	4.766914176352735	-5.157773146352855	2.626666291463874	-1.9636194986453201	0.04957423445321903	0.19442613045237656	HMGN2P17	processed_pseudogene
ENSG00000232208.2	46.666462059626	4.2543208682521065	1.0073195597912443	4.223407385372092	2.4063628104631213e-5	3.436975239498324e-4	ENSG00000232208	processed_pseudogene
ENSG00000131686.15	14.993450692848914	3.0476086554970747	1.4070375950977823	2.165975284608711	0.030313075628871342	0.1387296092307604	CA6	protein_coding
ENSG00000290109.1	97.28431940834588	2.786056887160519	0.7319435870794777	3.806381989460612	1.4101453077386091e-4	0.0016684548614361824	ENSG00000290109	lncRNA
ENSG00000142583.18	393.0776211305852	0.6029878252117934	0.582338910947527	1.0354585858442267	0.30045479768477656	0.5822956574336751	SLC2A5	protein_coding
ENSG00000180758.12	66.96777074080903	0.7558520677867735	0.9024556487138486	0.8375503758705373	0.40228327312988593	0.6762515749022768	GPR157	protein_coding
ENSG00000228526.8	11.351031164540212	0.49254172297021004	1.4481157605294424	0.3401259321907614	0.7337616936590804	0.8888702453971778	MIR34AHG	lncRNA
ENSG00000049239.13	1485.5228823584514	0.11298301156719621	0.5691247555426887	0.1985206415058528	0.842637736537894	0.9391023551542845	H6PD	protein_coding
ENSG00000171621.14	107.3617497967866	0.6245939642129225	1.0828672416923004	0.576796434655101	0.5640769783504906	0.7946116512759299	SPSB1	protein_coding
ENSG00000284693.2	19.0908073164599	1.3775046293305095	1.6259036689776853	0.8472240118608251	0.3968702720410223	0.672213005841353	LINC02606	lncRNA
ENSG00000171612.7	381.0256630035917	1.4092774149106118	0.6301945180869287	2.2362578132046154	0.025334888149341123	0.12200247482759483	SLC25A33	protein_coding
ENSG00000231181.1	19.570875863985368	-0.10078730435005927	1.549616804384796	-0.06504014674135664	0.9481420354300306	0.9814219060394425	ENSG00000231181	processed_pseudogene
ENSG00000188807.13	315.3430433308494	-3.0770600765664398	0.627556559963186	-4.90323944147273	9.426895909640143e-7	1.8051281876382516e-5	TMEM201	protein_coding
ENSG00000171608.18	4824.202032555312	-0.5761830943284557	0.5728207286730531	-1.0058698393530408	0.3144781863576704	0.5958455315589731	PIK3CD	protein_coding
ENSG00000179840.5	17.81688353737008	-1.87192235167859	1.2635706586399837	-1.4814544314390712	0.13848551925382452	0.3757062275777039	PIK3CD-AS1	lncRNA
ENSG00000171603.18	1350.1624859408955	-0.8353211488915788	0.6478025704496271	-1.2894687162352547	0.19723518542777924	0.4626358850174721	CLSTN1	protein_coding
ENSG00000178585.15	302.0057386548914	-0.11636928298674808	0.5775100457646354	-0.201501746749137	0.8403062637358791	0.9377492707966356	CTNNBIP1	protein_coding
ENSG00000162441.12	1296.2846907193882	0.33074576404734474	0.6658218021237627	0.4967481734487658	0.6193666466111725	0.8295136111259198	LZIC	protein_coding
ENSG00000228150.1	7.075637389753723	0.35290132032746646	2.0838777747579806	0.16934837762663507	0.8655226256139519	0.949035001624176	ENSG00000228150	lncRNA
ENSG00000173614.14	225.75615321831384	1.5753183541461317	0.745788526604591	2.1122855849207083	0.03466196150952255	0.15248438266507475	NMNAT1	protein_coding
ENSG00000162444.12	229.87909454671157	1.7003565275956318	0.7127635958040651	2.385582734030444	0.017052086358450604	0.09200037193348942	RBP7	protein_coding
